ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,created_by,title,7_What_type_of_mill_,9_How_many_times_did,10_How_many_litres_o,11_How_much_did_you_,13_Have_you_paid_you,14_How_much_was_the_,16_Did_you_make_any_,17_What_type_of_repa,18_How_much_did_you_,19_How_much_did_you_,21_Did_you_have_any_,22_If_yes_what_was_t,23_How_much_did_you_
5bbaab60-24ea-4804-a496-a7f35ccc7e60,9d6bfb66-b6de-4c7e-a35e-938b51eba76f,2022-04-14T07:50:35.324Z,2022-04-14T22:03:10.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"dngay teweqrual,kushneta",0,350,Yes,le serategna,360
c0c4c08d-8865-4b39-9000-c6ca4e559003,93a69160-762f-43da-beed-a1302e5632bd,2022-04-14T07:27:05.291Z,2022-04-14T15:08:12.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,150,40,No,0,No,,0,0,Yes,Worker Salary,800
6834fc2a-3124-489c-95ef-6a6110afd014,0282c2a3-4339-4924-9940-ee20447dd3dc,2022-04-13T08:18:33.120Z,2022-04-13T16:14:34.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,100,50,No,0,Yes,Chinga,0,3000,Yes,Transportation,200
6725c758-3726-4dfb-9935-740916c5ab98,8232865a-7aad-4187-9ae0-b50e57e4e789,2022-04-13T07:42:19.320Z,2022-04-14T07:47:23.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"marsh teqeyrual,dngay teweqrual",0,600,No,,0
2aa26016-5e4d-4a9d-b4e9-b3cb32b16056,ae65c19f-b2b0-4ed4-8889-7783b180baf3,2022-04-12T07:43:42.237Z,2022-04-12T23:05:20.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,adiss dngay tegexmual,0,1600,Yes,le serategna,540
33d5325a-45ac-48a7-8b5e-2c11429a310a,b02c541f-3101-4e89-a8aa-b3c7476e311b,2022-04-12T07:41:37.180Z,2022-04-12T23:03:41.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,540
ef7234ca-590a-4eef-90ea-4c7dc1237236,09fccb33-57bf-42a8-8c58-15f89479a944,2022-04-08T08:13:20.035Z,2022-04-08T19:02:30.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,360
9d02957e-3a3e-446c-a247-3096899d4f06,cdffcb53-b9a4-4e17-89cb-ae44359798cb,2022-04-08T08:11:50.265Z,2022-04-08T19:01:12.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,360
78198567-3f36-4659-b76d-67049c95556e,b14f71ed-82d9-4a42-a70c-99b34628de15,2022-04-08T08:00:20.191Z,2022-04-09T02:47:51.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,38,No,0,No,,0,0,Yes,Worker Salary,700
7f0bf5a5-4363-4b07-8294-4adb5f6b8486,6b3beba1-7224-47e1-9256-12058ff32777,2022-04-07T07:34:41.373Z,2022-04-08T08:06:33.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,No,,0
e725af6b-0b72-422f-b4de-42acda6b58aa,0a029741-84df-486f-9136-a159de54d614,2022-04-06T07:39:28.631Z,2022-04-06T20:24:15.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,1260
b93e7d8a-ff42-4a7e-a25c-439cc084ed8a,2107ee9e-469f-4a04-ad73-548010ae7be8,2022-04-06T07:36:58.340Z,2022-04-06T20:23:19.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,1398,Yes,"dngay tewqrual,kofen teqeyrual",0,1000,Yes,le serategna,1260
79227d2e-de30-497b-a594-d61a6e6d3401,4a6a4a52-8799-44e6-8064-49dcacace6c2,2022-04-01T07:40:43.601Z,2022-04-01T20:24:41.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,adiss dngay texmual,0,16200,Yes,transport,400
1b2f6c7f-d9b1-4770-9104-69177a921575,00ccf792-f489-4cc5-b0ff-8ee2bd2406c2,2022-03-31T08:53:23.543Z,2022-03-31T15:14:26.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,60,50,No,0,Yes,Chinga,200,2500,Yes,"Transportation,worker salary",900
28bda9ca-30dc-44fe-8c28-b847ef5007a3,abf0a5b8-03bd-4bfd-84ae-5f97be384944,2022-03-31T08:24:35.515Z,2022-04-01T02:22:26.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,25,38,No,0,No,,0,0,Yes,Worker Salary,700
bc30f5aa-c46a-4eec-9525-0a4d57e0f252,80e79df1-a9bb-41d4-a27a-62b7e18195d5,2022-03-30T11:41:43.180Z,2022-03-30T12:46:43.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,32,No,0,No,,0,0,No,,0
27dee97b-90cb-4332-b16e-9d32b5db0255,c57568cf-d484-4a36-bff0-c3c383d3908b,2022-03-30T08:27:10.171Z,2022-03-30T17:23:54.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,55,No,0,No,,0,0,No,,0
81d3e0f1-ed6a-44ce-9af0-bf84decfe801,c7363a85-7d53-4a7d-8f9a-dcf934f97d2b,2022-03-29T08:34:26.069Z,2022-03-30T00:59:35.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,Ball bearing,200,900,No,,0
d25c11df-2507-4e98-8cad-cd8982f38338,02261c85-8450-4e1b-b090-d70d61c5f453,2022-03-29T07:40:10.669Z,2022-03-29T19:47:13.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,marsh,0,350,Yes,le serategna,170
97846b54-d696-4b0c-8e3c-751c04eccaa0,c78f7786-bf10-4d93-a422-666913ef21d9,2022-03-29T07:38:29.000Z,2022-03-29T19:46:03.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,170
7824ad7b-b0d1-4aca-9283-004070bb72bb,de015c12-f984-47d6-aa91-962ad6b12cb5,2022-03-28T11:50:29.945Z,2022-03-30T11:31:45.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,32,32,No,0,No,,0,0,No,,0
6bfdd107-1a1d-414c-86ba-7b7e514d711c,37d2104a-e98f-4f1c-9be0-e919a015254f,2022-03-28T07:43:05.620Z,2022-03-28T18:30:58.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,340
61a39ea7-f269-4d33-aa7e-d7d5cfc785a1,97280346-dcf0-4451-b319-b120ef80f348,2022-03-28T07:41:16.888Z,2022-03-28T18:15:16.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"shimas yetebeleaw temoltual,yewancha kushneta",0,740,Yes,le serategna,340
1631393a-1831-4178-8dfe-5d148677a905,8a9a9fa7-0deb-4046-8c19-d6a304829b91,2022-03-25T10:25:38.862Z,2022-03-25T12:39:52.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,150,32,Yes,575,No,,0,0,No,,0
1ca3ae93-0bf2-477b-b603-23ee36890085,ff6d19c8-b789-4c29-9255-2f4c37bbf448,2022-03-25T08:34:50.333Z,2022-03-25T19:36:05.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,50,No,0,Yes,"Chinga, shemasi",250,7500,Yes,Worker salary,700
6a1a316a-3dc5-4eb6-a336-55950a078995,5c880dd2-12a9-469a-a935-39154aa8efe3,2022-03-25T08:34:04.823Z,2022-03-26T02:05:44.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
83486496-da29-4278-96ef-9527a6716464,03dd2f9b-04ff-4955-b2bd-a1b02b13a2ca,2022-03-25T07:34:27.252Z,2022-03-25T17:17:18.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,170
a5a4a076-c1ee-47ce-9c70-1db4cd7706a4,0b3e0ee7-dd98-4b8c-8dd8-fd20ccaba5e8,2022-03-25T07:33:06.521Z,2022-03-25T17:17:10.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,,0,0,Yes,le serategna,170
06aa35fb-d6fa-4ca1-bcf9-c88adab20020,778c3233-d67c-49d3-a360-bcaa9e7dc340,2022-03-24T08:44:58.893Z,2022-03-25T02:09:25.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,45,38,No,0,No,,0,0,No,,0
ee190f93-157b-411b-97f1-974d49d40847,573a6ace-bcd1-45aa-9ecc-061c05c44eca,2022-03-24T07:32:38.740Z,2022-03-24T20:46:29.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,850
38d4f017-4f09-4161-9955-3c751227054a,b6cd1303-48cb-47ac-bdb5-6f9cdf098fb6,2022-03-24T07:31:26.518Z,2022-03-24T20:44:24.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"dngay tegezto tegexmual,2 kushneta",0,16280,Yes,le serategna,850
04d9d2ad-79aa-4719-9693-9613ab991c44,404ea207-2392-476b-a9ae-c4d18587cba6,2022-03-21T08:16:40.857Z,2022-03-22T03:58:57.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,100,50,No,0,Yes,"Dinamo,shemasi",0,3500,Yes,Transportation,300
38add493-16f4-45cd-8b3b-39a12e010321,76e65f33-1c7e-4260-8735-6433b66ff87a,2022-03-21T07:42:21.236Z,2022-03-22T10:10:42.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"ye wusx kushneta teqeyrual,shimas teqeyrual,dngay teweqrual",0,3350,No,,0
10d9e161-61b0-41e1-ab6a-0fe787c0ed79,f0a1f78e-6f06-4d56-b365-d47e01ce3621,2022-03-18T11:12:31.499Z,2022-03-18T12:36:40.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,40,No,0,No,,0,0,No,,0
a8fb6330-622f-4fff-b6f2-7a2446509ab8,1b98e974-8e46-4cc2-b583-64e1ff1b8313,2022-03-18T09:09:04.229Z,2022-03-18T15:48:24.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,100,50,No,0,No,,0,0,Yes,Worker salary transportation,950
e2c6c8c9-39ff-4d65-9fe7-c16ca4ace115,d25057d5-f39b-4943-a243-5240b69c16d6,2022-03-17T13:11:02.797Z,2022-03-18T10:16:34.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,45,No,0,No,,0,0,No,,0
179db501-6626-4d45-9ebf-75bafaac2414,5307b023-e38a-4d2c-8428-94d6f664017d,2022-03-17T09:12:06.571Z,2022-03-17T14:41:06.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,38,No,0,No,,0,0,No,,0
9c9d9e08-bc0e-4f69-8693-1a07a72d9945,cfb2d48d-f813-4fb3-ab74-0cf8a931529f,2022-03-17T07:12:22.360Z,2022-03-17T19:45:25.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,340
995fb9bb-bd55-4331-8aa5-8231c9709ef0,7f4b1141-f4b0-4205-8e12-584bc88647a2,2022-03-17T07:10:52.340Z,2022-03-17T19:44:58.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,0,350,Yes,le serategna,340
8e2823b8-9ef9-4259-936d-e47b54b127aa,b56ec10e-7dd1-41cf-9d6c-3633d23ff7c6,2022-03-16T09:14:09.479Z,2022-03-16T18:09:43.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,125,37,No,0,No,,0,0,Yes,Transportation,200
0e1a0e7f-eba0-4584-944a-f1de35ef8a31,d4c559ec-33f0-4cd0-9ee7-18c171adc05a,2022-03-16T07:37:00.644Z,2022-03-16T17:33:17.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,No,,0
e3f767d2-a560-4dfa-96f8-4e7f8212ef58,efdf0854-9019-437a-9ad6-a43b2efc7f2b,2022-03-15T07:44:56.353Z,2022-03-15T16:55:19.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,510
29316fcf-6ce2-4865-920b-a1260f5a008c,fa845267-326f-4027-8d63-34251da33717,2022-03-15T07:43:31.919Z,2022-03-15T16:53:05.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,510
93728b0f-b56d-49cb-82d6-e13d74415820,fdf3cf71-59a9-48ec-95ce-d2cd58eaa554,2022-03-11T12:39:36.959Z,2022-03-11T14:22:15.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,56,32,No,0,Yes,Small chinga,100,450,No,,0
6d5e31a7-4c45-4475-b05b-3e182bebdc39,17dee7fe-ab48-468a-828c-6943460914bd,2022-03-11T08:25:47.296Z,2022-03-11T13:41:58.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
6ad71e36-f23b-4277-bef9-dac07851e97f,9a1b8fad-76b8-4b4c-9241-fab25c0f8700,2022-03-11T07:52:40.928Z,2022-03-11T19:54:45.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,340
513f9521-b764-4c0d-908d-620a26140bd9,7fb78b88-9a87-4cf0-9bb4-53a0003e4344,2022-03-11T07:51:15.831Z,2022-03-11T19:52:38.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,340
3a7ae411-4711-40f5-a486-8e3283cb9c3e,0bf3815c-b398-475b-90bb-e3df98907438,2022-03-10T12:33:42.303Z,2022-03-10T14:18:08.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,40,No,0,No,,0,0,No,,0
1c34daac-75ad-4f74-a31c-14930c2e277b,4a4b5323-09fe-4c4b-ba70-dc512cb154c9,2022-03-10T08:19:16.208Z,2022-03-10T13:33:08.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,45,38,No,0,No,,0,0,Yes,Worker Salary,800
c47b4f27-b89d-4a76-a31d-66636dec08d4,4eb54e01-4969-4a9d-b7ae-a7acbb3fcb0d,2022-03-10T07:41:24.932Z,2022-03-10T18:47:15.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kibu bret teqeyrual(wheel),0,0,No,,0
7e786101-5d5f-40b0-9114-e343651470df,b1edb05a-e693-4358-bd9d-7edae3d19a38,2022-03-09T08:36:41.339Z,2022-03-09T17:45:11.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,160,39,No,0,Yes,"Dinamo, chinga",1000,5500,Yes,"Worker salary, transportation",900
89e524c2-50f3-4494-b972-eeaf644750c8,b11c0df2-7454-4133-a22e-0839ca53a8f8,2022-03-09T07:39:26.260Z,2022-03-09T16:57:03.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,200
6510c41d-ce03-4d59-a708-be41beeb74b7,1f84a98a-093b-421b-b7b1-76b6583d2cdf,2022-03-09T07:36:56.820Z,2022-03-09T16:55:43.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,200
05f7c448-e5e7-427f-8bf5-5b200ad8a762,2ccb1725-9431-4507-bb3d-cf32bc86d4c6,2022-03-07T07:39:32.824Z,2022-03-07T20:43:27.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,0,350,Yes,le serategna,400
4a1706e0-7e40-48a4-b52b-f21344299eef,ede5166f-15ab-4d27-b62c-20baa97e182f,2022-03-07T07:37:37.855Z,2022-03-07T20:42:35.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"kushneta,dngay teweqrual",0,350,Yes,le serategna,400
18824a97-6184-43f7-9ce6-0ede9a651c62,2812aaee-02cb-47be-bf08-fb95d5bdf9a2,2022-03-04T13:04:28.446Z,2022-03-04T15:43:47.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,37,No,0,No,,0,0,Yes,"Transportation, worker salary",900
66f53a79-1ffd-4175-a13e-d8dad666dee9,31b424a1-23ba-41fd-8879-ac7d91473541,2022-03-04T12:50:53.743Z,2022-03-04T14:03:52.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,40,Yes,150,No,,0,0,No,,0
f78f9524-e693-412f-a3fd-e7774815fc99,ae13f54e-e483-43b1-a540-1912aea95af3,2022-03-04T07:23:53.101Z,2022-03-04T15:20:51.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,3116,No,,0,0,No,,0
1b387567-9803-45f6-8742-28c424dfce33,7ca462d8-8fe5-4874-baff-ec5dc54f3186,2022-03-03T08:45:24.494Z,2022-03-04T03:18:44.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,38,No,0,No,,0,0,Yes,Worker salary,800
38302221-a53e-418e-872f-2f94bc3d199c,9d14a069-99ea-4728-9db9-ee39ed059feb,2022-03-01T08:49:47.216Z,2022-03-01T16:27:26.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,37,No,0,No,,0,0,No,,0
1f1b33ca-e2ae-4ce7-a8f5-753463bc200d,3e735e29-318f-4f28-aeef-a1f13198f812,2022-03-01T08:36:12.800Z,2022-03-01T14:36:35.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
13ff6a9e-1a70-4094-aa90-ec08c6959c2c,d4270326-9827-40c2-a79b-2bf3b8d679af,2022-03-01T07:32:42.664Z,2022-03-01T21:42:46.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,200
be7008f1-7632-4d46-903c-38dbd3eb92af,268a7093-de2e-4809-b84b-fc2c79120a65,2022-03-01T07:28:47.501Z,2022-03-01T21:40:40.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,200
05851417-2615-4c18-ad0a-83e24fac3392,824e5800-3c58-4f0c-bf96-1cfa260b9a6d,2022-02-28T14:21:14.395Z,2022-02-28T15:26:25.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,60,35,Yes,1500,Yes,No,0,0,Yes,No,0
a0b3a387-aa1f-4c2b-8f59-fbfe9a996678,49e8deed-447f-406c-82c5-a32ed34e8257,2022-02-25T07:45:33.008Z,2022-02-25T17:09:12.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kibu bret(mishkerekerew)tesebro neber tebeydual,0,0,Yes,"le serategna,masbeyeja",500
d45ecb67-286a-42e3-8ee5-1d5e489a5b69,59528bfd-85f8-432c-a5e9-5ea942afcc90,2022-02-25T07:42:57.714Z,2022-02-25T17:06:19.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,2 kushneta,0,700,Yes,le serategna,400
2816c2c6-54c5-44bb-911b-d631719c1e4b,d3df853e-a93a-4e35-a646-0fb707e9a897,2022-02-24T08:12:10.549Z,2022-02-24T19:18:57.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,38,No,0,No,,0,0,No,,0
2e9e9b31-ed46-4aa3-8c5a-2d3c102499fc,12a261e9-622b-4a7a-992c-f5843425e315,2022-02-23T11:51:10.749Z,2022-02-24T01:23:17.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,40,No,0,No,0,0,0,No,0,0
2db3abcf-36e0-41c1-99f8-7ed9ebada148,b4e61c82-8c74-4085-8aa6-415dc17898f6,2022-02-23T09:18:55.467Z,2022-02-23T16:26:46.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,120,37,No,0,No,,0,0,No,,0
3a3b2bac-8fc2-4319-9ed0-a53de40862ff,e92e1122-3918-4569-a3b0-fdcac0d6db88,2022-02-22T13:30:15.432Z,2022-02-23T06:16:19.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,150,32,No,0,No,0,0,0,Yes,Sallary,1500
ce665c60-3279-4d1c-8554-b1039518c0eb,459c0d35-62d6-497f-ad69-706b352274f4,2022-02-22T07:38:43.321Z,2022-02-22T17:23:23.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
160d4c75-d740-413a-a216-41dbb53d8837,f265ebc0-c331-4a84-a1d5-e1ee5510d0f5,2022-02-21T08:57:15.308Z,2022-02-21T15:36:05.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,37,No,0,Yes,"Moter, chinga",700,7500,Yes,"Worker salary, transportation",900
5462c087-969e-4b29-846e-b0719ab84d99,78db0ab8-9cd4-4a0c-801e-58bc06f82a2b,2022-02-21T08:38:38.234Z,2022-02-21T13:29:16.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
473e4480-7b78-4a6d-86b2-1f1f48c533bb,1d761219-168f-45f3-94a0-20b0501b6eff,2022-02-21T07:39:28.019Z,2022-02-21T20:45:59.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,54,Yes,"dngay,kushneta tegeztual",0,16350,Yes,le serategna,100
3b1f47d6-12c9-4a10-bcb8-0e6154eb10ae,09d4ca6a-6a5d-48d1-b1ca-c43e1cad854f,2022-02-21T07:39:01.865Z,2022-02-21T20:44:26.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,0,350,Yes,le serategna,100
9c2b8a8e-f670-43cb-8481-68566abdadbf,20ebe813-5c6c-4bae-a6c8-1b743d11ac44,2022-02-17T12:14:09.637Z,2022-02-18T09:34:59.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,56,46,No,0,Yes,Stone part,500,2000,Yes,Sallary,1500
dca37761-e368-49fa-a7e6-d318362dba78,52097188-71ac-40d8-89e5-c57938a7a21c,2022-02-15T09:19:27.108Z,2022-02-15T17:03:41.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,6,180,35,No,0,No,,0,0,Yes,Transportation,250
0190d48a-d0b0-47e4-b79b-1c7d6578f406,dca8a521-4d4f-41d0-af52-2fe271dd7abf,2022-02-14T12:25:16.768Z,2022-02-14T20:40:31.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,104,32,No,0,Yes,Stone part,300,2000,Yes,Sallary,3000
d28d6674-df4a-44f6-b24c-2dd8dc8c947e,ae7f99cb-b868-48a8-92dd-1aee24db0910,2022-02-11T11:38:32.320Z,2022-02-11T21:04:13.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,2700,No,,0,0,No,,0
24e16600-8bee-4aa8-939e-602b6aedde1b,3c2628e9-1c36-451c-a9e6-3d831b6db110,2022-02-10T12:58:13.005Z,2022-02-10T18:53:55.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,40,No,0,Yes,"Shemasi,moter, dinamo",0,25000,Yes,"Worker salary, transportation",900
abf134ca-4cba-4033-923a-1b0ac260e967,a0e9053c-ecdc-4014-9d33-6eddb0400b0f,2022-02-09T09:49:38.358Z,2022-02-09T13:24:18.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
a1aca84f-6939-49da-8570-a794eac073ba,437107a8-787c-4d33-9334-1ccd68cdc3c3,2022-02-07T09:27:04.893Z,2022-02-07T11:39:37.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,58,32.5,No,0,No,0,0,0,No,0,0
e2c9282e-78f0-4f50-8680-b235b4dc3ea3,d537b294-b273-4d37-9de4-7adf3f148db0,2022-02-07T08:41:30.079Z,2022-02-07T20:34:51.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,6,120,35,No,0,Yes,Dinamo,0,1500,No,,0
b0aa4f4d-6726-4b08-8dec-bc4836139f6d,bffc7004-280e-4fa7-b8a6-2c97e7e0d5f6,2022-02-04T08:49:34.576Z,2022-02-04T16:25:09.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,90,35,No,0,No,,0,0,No,,0
4ade4a98-ad07-4919-aadb-b8af118a70e7,38551c6e-3915-49f7-972e-357de99bc064,2022-02-03T08:44:05.499Z,2022-02-04T00:47:45.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,37,No,0,No,0,0,0,Yes,Worker Salary,700
35d14897-f62b-40f4-878f-c4d8f87cd8fe,e5e79df6-45af-48d2-b3f9-784dcccba458,2022-02-02T13:21:37.020Z,2022-02-07T08:02:20.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,50,Yes,150,Yes,Stone part,2000,0,No,0,0
8875d287-5a32-4795-a2bd-8508cf1e94e9,a1e74630-4e0e-4a68-9feb-5cd65a623ba2,2022-02-02T07:57:23.681Z,2022-02-02T21:53:59.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kofen,0,800,No,,0
bd1f5230-e918-4d2d-ab0b-cd6f934750ea,d7d99655-231d-4ae1-904e-1a5362e0087c,2022-02-01T10:22:55.536Z,2022-02-01T16:31:38.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,60,35,No,0,No,,0,0,Yes,Transportation,200
d4db4540-39d9-41e9-b30e-b6321855284e,7b0c101d-f0b4-4bf6-a5da-4c3bcd3c2c40,2022-02-01T09:25:26.603Z,2022-02-01T14:00:41.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
502e45d7-3e82-4150-94f6-b41a7f1f42aa,5cbe026b-c8d0-48f7-b4f1-03d223eb5526,2022-01-31T09:55:39.366Z,2022-01-31T11:50:51.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,108,29.37,No,0,Yes,Moter part,200,500,No,0,0
69abfcce-52ab-4efd-8d46-8a80246a4f43,17cd2f24-2c07-47c7-a3ef-346a02a7b249,2022-01-28T08:42:45.096Z,2022-01-28T12:01:24.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,37,No,0,No,,0,0,Yes,Worker Salary,700
e00c8cb0-b15f-48b6-a5e2-35bbd53c887a,43d50913-e6fa-4c23-941a-62517da0f704,2022-01-26T09:23:16.860Z,2022-01-27T00:33:34.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,20,35,No,0,No,,0,0,No,,0
ab2c21e2-6a2f-40b3-b6c9-b4773ce59741,c78d643e-d778-4e4c-8046-0bfc85dd0044,2022-01-25T09:50:37.726Z,2022-01-26T13:19:56.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,Belt(chenga),100,900,No,0,0
24884663-24be-4220-9daa-69d468648d23,6faa86a6-67c3-43e9-a6ef-5435055247d3,2022-01-25T09:08:56.599Z,2022-01-25T16:09:14.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,150,35,No,0,No,,0,0,Yes,"Worker salary, transportation",950
